Date,SEK,CNH,EUR,KRW,ZAR,BRL,CZK,CHF,SGD,CAD,HKD,HUF,AUD,GBP,TRY,JPY,USD
1982-10-22,0.135227,,0.9327,0.13448,0.86647,,,0.4593,,0.8155,0.14925,,0.9402,1.698,5000.0006,0.003657,1.0
1982-10-25,0.134454,,0.9248,0.13439,0.85397,,,0.455,,0.8147,0.14903,,0.9375,1.6805,5000.0006,0.003616,1.0
1982-10-26,0.134571,,0.9275,0.1343,0.85697,,,0.4556,,0.8149,0.14641,,0.936,1.686,5000.0006,0.003623,1.0
1982-10-27,0.13509,,0.9283,0.1343,0.85822,,,0.4562,,0.8142,0.14409,,0.9362,1.6848,5000.0006,0.003623,1.0
1982-10-28,0.134228,,0.9217,0.1343,0.85653,,,0.4521,,0.8149,0.14577,,0.9344,1.678,5000.0006,0.003604,1.0
1982-10-29,0.13412,,0.9207,0.13429,0.85302,,,0.453,,0.8156,0.14556,,0.9358,1.677,5000.0006,0.003609,1.0
1982-11-01,0.134544,,0.9231,0.13421,0.85697,,,0.4564,,0.8167,0.14556,,0.9358,1.6825,5000.0006,0.003611,1.0
1982-11-02,0.134345,,0.9256,0.13421,0.85697,,,0.4564,,0.8167,0.14641,,0.9358,1.6825,5000.0006,0.003611,1.0
1982-11-03,0.134138,,0.9238,0.13421,0.85903,,,0.4545,,0.8184,0.14641,,0.9352,1.6795,5000.0006,0.003616,1.0
1982-11-04,0.133422,,0.917,0.13402,0.86348,,,0.45,,0.8177,0.15151,,0.9333,1.6665,5000.0006,0.003602,1.0
1982-11-05,0.133289,,0.9158,0.13412,0.86602,,,0.4509,,0.8177,0.14947,,0.9342,1.6625,5000.0006,0.003626,1.0
1982-11-08,0.132494,,0.9102,0.13412,0.86348,,,0.4463,,0.8179,0.1497,,0.934,1.6505,5000.0006,0.003623,1.0
1982-11-09,0.132758,,0.9117,0.13411,0.8685,,,0.4524,,0.8201,0.14792,,0.9366,1.6603,5000.0006,0.003688,1.0
1982-11-10,0.132846,,0.9158,0.13411,0.87252,,,0.4511,,0.819,0.14992,,0.9415,1.6625,5000.0006,0.00373,1.0
1982-11-11,0.13267,,0.9095,0.13411,0.87252,,,0.4511,,0.819,0.1522,,0.9415,1.6625,5000.0006,0.00373,1.0
1982-11-12,0.132494,,0.9093,0.13411,0.87397,,,0.4496,,0.8174,0.1522,,0.9394,1.6518,5000.0006,0.003724,1.0
1982-11-15,0.132363,,0.9092,0.13411,0.87252,,,0.4505,,0.8164,0.1506,,0.9392,1.6315,5000.0006,0.00374,1.0
1982-11-16,0.132538,,0.9142,0.13411,0.87604,,,0.4561,,0.8158,0.14925,,0.9418,1.6205,5000.0006,0.003792,1.0
1982-11-17,0.132013,,0.9173,0.13411,0.87496,,,0.4538,,0.8157,0.14925,,0.9414,1.6015,5000.0006,0.003798,1.0
1982-11-18,0.132013,,0.9163,0.13411,0.8795,,,0.4549,,0.8163,0.15037,,0.9413,1.603,5000.0006,0.003807,1.0
1982-11-19,0.13312,,0.9235,0.13411,0.88652,,,0.4584,,0.8189,0.14992,,0.9454,1.6195,5000.0006,0.003878,1.0
1982-11-22,0.132582,,0.9254,0.13411,0.88652,,,0.4562,,0.8161,0.1506,,0.9484,1.594,5000.0006,0.003927,1.0
1982-11-23,0.132494,,0.9202,0.13411,0.8892,,,0.4564,,0.8155,0.15105,,0.9465,1.5972,5000.0006,0.00389,1.0
1982-11-24,0.133067,,0.9282,0.13411,0.89245,,,0.4618,,0.8139,0.1497,,0.9506,1.5955,5000.0006,0.003989,1.0
1982-11-25,0.133601,,0.9308,0.13411,0.89245,,,0.4618,,0.8139,0.15015,,0.9506,1.5955,5000.0006,0.003989,1.0
1982-11-26,0.134138,,0.9295,0.13411,0.89349,,,0.4649,,0.8076,0.15015,,0.9538,1.5925,5000.0006,0.003997,1.0
1982-11-29,0.134409,,0.9399,0.13411,0.89968,,,0.4688,,0.8066,0.14947,,0.9555,1.6062,5000.0006,0.003994,1.0
1982-11-30,0.135538,,0.9438,0.13411,0.90146,,,0.4723,,0.8082,0.15025,,0.9579,1.632,5000.0006,0.004013,1.0
1982-12-01,0.135227,,0.9525,0.13411,0.90925,,,0.4737,,0.8069,0.14992,,0.959,1.6285,5000.0006,0.004023,1.0
1982-12-02,0.136426,,0.9511,0.13411,0.9095,,,0.4768,,0.806,0.1506,,0.9617,1.6365,5000.0006,0.004031,1.0
1982-12-03,0.136705,,0.9605,0.13411,0.9165,,,0.4817,,0.8091,0.15082,,0.9626,1.641,5000.0006,0.004055,1.0
1982-12-06,0.136054,,0.9604,0.13411,0.91349,,,0.4832,,0.8057,0.15157,,0.9649,1.62,5000.0006,0.00408,1.0
1982-12-07,0.135547,,0.9625,0.13411,0.91903,,,0.4857,,0.8034,0.15186,,0.9645,1.632,5000.0006,0.004119,1.0
1982-12-08,0.136193,,0.9525,0.13411,0.92148,,,0.484,,0.8058,0.15337,,0.9651,1.627,5000.0006,0.00413,1.0
1982-12-09,0.135044,,0.9475,0.13411,0.91751,,,0.4777,,0.8073,0.15313,,0.9622,1.612,5000.0006,0.00407,1.0
1982-12-10,0.135318,,0.9459,0.13411,0.91751,,,0.4801,,0.8097,0.15313,,0.9633,1.61,5000.0006,0.004094,1.0
1982-12-13,0.133815,,0.9408,0.13411,0.91399,,,0.4719,,0.8083,0.15313,,0.9592,1.607,5000.0006,0.004044,1.0
1982-12-14,0.135501,,0.9526,0.13411,0.9165,,,0.4808,,0.8087,0.15015,,0.9611,1.6165,5000.0006,0.004093,1.0
1982-12-15,0.13468,,0.9488,0.13411,0.9165,,,0.478,,0.8077,0.15337,,0.9624,1.614,5000.0006,0.004082,1.0
1982-12-16,0.135962,,0.9587,0.13411,0.91903,,,0.4866,,0.8067,0.15267,,0.965,1.62,5000.0006,0.00411,1.0
1982-12-17,0.135639,,0.9618,0.13411,0.9203,,,0.488,,0.8084,0.15313,,0.9648,1.6,5000.0006,0.004096,1.0
1982-12-20,0.135639,,0.962,0.13411,0.92097,,,0.4912,,0.809,0.15296,,0.9672,1.6105,5000.0006,0.004091,1.0
1982-12-21,0.136054,,0.9665,0.13387,0.92097,,,0.4948,,0.8081,0.1529,,0.9698,1.6045,5000.0006,0.004131,1.0
1982-12-22,0.136054,,0.9668,0.13387,0.92353,,,0.4953,,0.808,0.1529,,0.9718,1.607,5000.0006,0.004158,1.0
1982-12-23,0.136295,,0.9668,0.13387,0.92353,,,0.4975,,0.8072,0.15313,,0.9717,1.595,5000.0006,0.0042,1.0
1982-12-24,0.136426,,0.9696,0.13387,0.9237,,,0.4998,,0.8059,0.15313,,0.974,1.6,5000.0006,0.0042,1.0
1982-12-27,0.136705,,0.9696,0.13371,0.92353,,,0.4998,,0.8045,0.15313,,0.9747,1.605,5000.0006,0.004211,1.0
1982-12-28,0.13708,,0.9696,0.13371,0.92902,,,0.5003,,0.8052,0.1536,,0.9805,1.619,5000.0006,0.004262,1.0
1982-12-29,0.137221,,0.9797,0.13371,0.92997,,,0.5013,,0.8068,0.15432,,0.9821,1.627,5000.0006,0.004296,1.0
1982-12-30,0.136612,,0.9778,0.13371,0.92997,,,0.4969,,0.8093,0.15432,,0.981,1.6165,5000.0006,0.004264,1.0
1982-12-31,0.136799,,0.9756,0.13369,0.93101,,,0.4981,,0.8132,0.15432,,0.98,1.618,5000.0006,0.004261,1.0
1983-01-03,0.137278,,0.9756,0.13371,0.93501,,,0.5015,,0.813,0.15432,,0.984,1.6235,5000.0006,0.00431,1.0
1983-01-04,0.137741,,0.9837,0.13371,0.93747,,,0.5028,,0.8131,0.15408,,0.9852,1.621,5000.0006,0.004352,1.0
1983-01-05,0.13836,,0.9872,0.13352,0.93597,,,0.5109,,0.8132,0.15325,,0.9875,1.621,5000.0006,0.004365,1.0
1983-01-06,0.138074,,0.9885,0.13352,0.93353,,,0.5102,,0.8121,0.15349,,0.9866,1.6065,5000.0006,0.004352,1.0
1983-01-07,0.138408,,0.9911,0.13352,0.93353,,,0.5165,,0.8152,0.15372,,0.9876,1.61,5000.0006,0.004365,1.0
1983-01-10,0.138696,,0.9949,0.13349,0.93949,,,0.5215,,0.8161,0.15363,,0.9895,1.5895,5000.0006,0.00441,1.0
1983-01-11,0.138408,,0.9891,0.13349,0.93799,,,0.5165,,0.8176,0.15372,,0.9895,1.584,5000.0006,0.004371,1.0
1983-01-12,0.137315,,0.9846,0.13349,0.93949,,,0.5139,,0.8177,0.15343,,0.989,1.575,5000.0006,0.004337,1.0
1983-01-13,0.137884,,0.9896,0.13349,0.94046,,,0.5219,,0.8201,0.15349,,0.9905,1.578,5000.0006,0.004365,1.0
1983-01-14,0.137552,,0.9843,0.13349,0.94046,,,0.5171,,0.8181,0.15378,,0.9886,1.581,5000.0006,0.004338,1.0
1983-01-17,0.137789,,0.9857,0.13337,0.9425,,,0.5172,,0.8181,0.1536,,0.9893,1.589,5000.0006,0.004355,1.0
1983-01-18,0.136799,,0.9711,0.13337,0.94197,,,0.5092,,0.8153,0.1536,,0.9846,1.576,5000.0006,0.004308,1.0
1983-01-19,0.136101,,0.9628,0.13337,0.94099,,,0.5061,,0.8162,0.15349,,0.981,1.574,5000.0006,0.004256,1.0
1983-01-20,0.136017,,0.9593,0.13318,0.94197,,,0.5056,,0.8163,0.15337,,0.9798,1.572,5000.0006,0.00425,1.0
1983-01-21,0.134635,,0.954,0.13318,0.94197,,,0.5023,,0.8141,0.15325,,0.9785,1.5675,5000.0006,0.004231,1.0
1983-01-24,0.133958,,0.9412,0.13312,0.93248,,,0.4938,,0.8116,0.15325,,0.9733,1.5405,5000.0006,0.004163,1.0
1983-01-25,0.135593,,0.9584,0.13312,0.933,,,0.5024,,0.8091,0.15349,,0.979,1.5388,5000.0006,0.00424,1.0
1983-01-26,0.134698,,0.9606,0.13312,0.94197,,,0.5031,,0.8082,0.15163,,0.975,1.548,5000.0006,0.004249,1.0
1983-01-27,0.134807,,0.9537,0.13312,0.94197,,,0.503,,0.8093,0.15278,,0.975,1.5365,5000.0006,0.00424,1.0
1983-01-28,0.134862,,0.9556,0.13312,0.9365,,,0.5023,,0.8091,0.15232,,0.9732,1.5362,5000.0006,0.00423,1.0
1983-01-31,0.133245,,0.9471,0.13312,0.9365,,,0.4963,,0.8086,0.15261,,0.9677,1.5202,5000.0006,0.004169,1.0
1983-02-01,0.133467,,0.9454,0.13312,0.93153,,,0.4962,,0.8095,0.15226,,0.9678,1.5235,5000.0006,0.004177,1.0
1983-02-02,0.132275,,0.9357,0.13293,0.92902,,,0.4882,,0.8075,0.15174,,0.9635,1.5135,5000.0006,0.004129,1.0
1983-02-03,0.133289,,0.9426,0.13293,0.93153,,,0.4954,,0.8108,0.15096,,0.9655,1.5245,5000.0006,0.004187,1.0
1983-02-04,0.133156,,0.9385,0.13293,0.92798,,,0.4912,,0.814,0.15163,,0.964,1.5245,5000.0006,0.004161,1.0
1983-02-07,0.133779,,0.9428,0.13293,0.88097,,,0.4953,,0.8165,0.15117,,0.9665,1.534,5000.0006,0.004211,1.0
1983-02-08,0.134156,,0.9533,0.13293,0.88347,,,0.4954,,0.8165,0.15071,,0.969,1.5365,5000.0006,0.004211,1.0
1983-02-09,0.134726,,0.9569,0.13293,0.88503,,,0.4948,,0.8157,0.15121,,0.9702,1.541,5000.0006,0.004227,1.0
1983-02-10,0.13519,,0.9625,0.13293,0.88952,,,0.497,,0.8149,0.15105,,0.9702,1.549,5000.0006,0.004254,1.0
1983-02-11,0.135318,,0.9658,0.13293,0.89453,,,0.4985,,0.8162,0.15135,,0.9706,1.5405,5000.0006,0.004261,1.0
1983-02-14,0.134816,,0.9615,0.13293,0.89453,,,0.4984,,0.8167,0.15151,,0.9697,1.5385,5000.0006,0.004259,1.0
1983-02-15,0.135254,,0.9679,0.13293,0.90203,,,0.5001,,0.8169,0.15151,,0.9699,1.541,5000.0006,0.004272,1.0
1983-02-16,0.136054,,0.9689,0.13293,0.90653,,,0.5054,,0.8173,0.15168,,0.971,1.551,5000.0006,0.004299,1.0
1983-02-17,0.135694,,0.9664,0.13293,0.91215,,,0.5021,,0.8166,0.15168,,0.9689,1.5435,5000.0006,0.004288,1.0
1983-02-18,0.13541,,0.9658,0.13293,0.91549,,,0.5008,,0.8165,0.15144,,0.9683,1.5435,5000.0006,0.004281,1.0
1983-02-21,0.135026,,0.9685,0.13293,0.91549,,,0.5008,,0.8165,0.15145,,0.9683,1.5435,5000.0006,0.004281,1.0
1983-02-22,0.134635,,0.9638,0.13293,0.92404,,,0.4953,,0.8157,0.15145,,0.964,1.5215,5000.0006,0.004277,1.0
1983-02-23,0.134228,,0.957,0.13293,0.92199,,,0.4912,,0.8129,0.15174,,0.9621,1.533,5000.0006,0.004254,1.0
1983-02-24,0.134898,,0.9626,0.13293,0.92447,,,0.4939,,0.8142,0.15128,,0.9615,1.5275,5000.0006,0.00427,1.0
1983-02-25,0.134409,,0.9601,0.13293,0.92652,,,0.4921,,0.8142,0.1513,,0.961,1.527,5000.0006,0.004254,1.0
1983-02-28,0.133645,,0.9527,0.13293,0.91701,,,0.4848,,0.8137,0.15151,,0.9545,1.5115,5000.0006,0.004204,1.0
1983-03-01,0.133378,,0.9487,0.13293,0.91299,,,0.4837,,0.8144,0.15114,,0.9495,1.5045,5000.0006,0.004184,1.0
1983-03-02,0.133779,,0.9537,0.13249,0.91399,,,0.4867,,0.8161,0.15111,,0.9502,1.505,5000.0006,0.004214,1.0
1983-03-03,0.134138,,0.9557,0.13249,0.91701,,,0.4867,,0.8178,0.15111,,0.949,1.5125,5000.0006,0.00423,1.0
1983-03-04,0.134499,,0.9608,0.13249,0.916,,,0.4895,,0.8175,0.15121,,0.9465,1.511,5000.0006,0.004241,1.0
1983-03-07,0.13468,,0.9653,0.13249,0.91751,,,0.489,,0.8177,0.15119,,0.9485,1.5168,5000.0006,0.004243,1.0
1983-03-08,0.13369,,0.958,0.13249,0.91802,,,0.4848,,0.8166,0.15122,,0.8535,1.4995,5000.0006,0.004189,1.0
1983-03-09,0.133958,,0.9578,0.13237,0.916,,,0.485,,0.8146,0.15094,,0.8528,1.5025,5000.0006,0.004207,1.0
1983-03-10,0.134003,,0.9591,0.13237,0.9181,,,0.4873,,0.8161,0.15088,,0.8583,1.5117,5000.0006,0.004219,1.0
1983-03-11,0.133333,,0.9561,0.13237,0.9165,,,0.4826,,0.8153,0.15111,,0.858,1.5027,5000.0006,0.004194,1.0
1983-03-14,0.134228,,0.971,0.13216,0.91751,,,0.4846,,0.8149,0.15112,,0.8753,1.509,5000.0006,0.004211,1.0
1983-03-15,0.13459,,0.9701,0.13216,0.91996,,,0.4873,,0.8168,0.15098,,0.8746,1.514,5000.0006,0.004215,1.0
1983-03-16,0.135099,,0.9646,0.13216,0.91869,,,0.4878,,0.8181,0.15088,,0.874,1.51,5000.0006,0.004215,1.0
1983-03-17,0.13421,,0.9622,0.13205,0.91852,,,0.4852,,0.8176,0.15101,,0.873,1.5023,5000.0006,0.004182,1.0
1983-03-18,0.133869,,0.955,0.13179,0.9197,,,0.4838,,0.8158,0.15082,,0.868,1.4875,5000.0006,0.004161,1.0
1983-03-21,0.132626,,0.938,0.13179,0.91945,,,0.4808,,0.8169,0.15065,,0.867,1.4705,5000.0006,0.004152,1.0
1983-03-22,0.133067,,0.9414,0.13179,0.91928,,,0.4812,,0.8168,0.14936,,0.8671,1.473,5000.0006,0.004177,1.0
1983-03-23,0.13245,,0.9363,0.13131,0.91349,,,0.4792,,0.8146,0.14985,,0.867,1.458,5000.0006,0.004188,1.0
1983-03-24,0.13245,,0.9404,0.13131,0.9165,,,0.4829,,0.8149,0.14964,,0.869,1.4618,5000.0006,0.004215,1.0
1983-03-25,0.133245,,0.939,0.13131,0.9165,,,0.4843,,0.8149,0.14975,,0.8674,1.46,5000.0006,0.004218,1.0
1983-03-28,0.132363,,0.9319,0.13131,0.91399,,,0.4795,,0.8121,0.14958,,0.8653,1.4545,5000.0006,0.004165,1.0
1983-03-29,0.132626,,0.9324,0.13096,0.91157,,,0.4804,,0.8127,0.14831,,0.8652,1.4543,5000.0006,0.004166,1.0
1983-03-30,0.13289,,0.9363,0.13096,0.91299,,,0.4798,,0.8126,0.14847,,0.8658,1.4665,5000.0006,0.00417,1.0
1983-03-31,0.13245,,0.9344,0.13096,0.91232,,,0.4795,,0.8103,0.14886,,0.8642,1.4825,5000.0006,0.004184,1.0
1983-04-01,0.132538,,0.9344,0.13096,0.91199,,,0.479,,0.8086,0.14875,,0.8645,1.478,5000.0006,0.004174,1.0
1983-04-04,0.133422,,0.9344,0.13096,0.91249,,,0.4826,,0.8078,0.14869,,0.8652,1.4885,5000.0006,0.004184,1.0
1983-04-05,0.133601,,0.9369,0.13096,0.9095,,,0.4874,,0.8089,0.14886,,0.866,1.5063,5000.0006,0.004208,1.0
1983-04-06,0.133779,,0.9403,0.13096,0.91,,,0.489,,0.81,0.14892,,0.8668,1.517,5000.0006,0.004219,1.0
1983-04-07,0.133779,,0.9384,0.13096,0.91199,,,0.4878,,0.8091,0.14905,,0.8662,1.5035,5000.0006,0.004203,1.0
1983-04-08,0.133422,,0.9346,0.13096,0.91049,,,0.4859,,0.8096,0.14897,,0.8655,1.505,5000.0006,0.004179,1.0
1983-04-11,0.133645,,0.9371,0.13069,0.91099,,,0.4876,,0.811,0.1488,,0.8675,1.5263,5000.0006,0.004203,1.0
1983-04-12,0.133511,,0.9364,0.13069,0.91349,,,0.4891,,0.8118,0.14864,,0.8676,1.5425,5000.0006,0.004201,1.0
1983-04-13,0.133245,,0.9322,0.13069,0.91399,,,0.4864,,0.8102,0.14847,,0.8668,1.5365,5000.0006,0.004193,1.0
1983-04-14,0.133111,,0.9287,0.13069,0.91349,,,0.488,,0.8108,0.14798,,0.868,1.5402,5000.0006,0.004197,1.0
1983-04-15,0.133601,,0.9297,0.13059,0.91399,,,0.4902,,0.811,0.14787,,0.869,1.5488,5000.0006,0.004209,1.0
1983-04-18,0.133333,,0.9247,0.13059,0.91549,,,0.4853,,0.8085,0.14787,,0.8691,1.561,5000.0006,0.004205,1.0
1983-04-19,0.133556,,0.925,0.13053,0.9165,,,0.4845,,0.808,0.1463,,0.8694,1.5495,5000.0006,0.004219,1.0
1983-04-20,0.133067,,0.9229,0.13053,0.91399,,,0.4824,,0.8101,0.14695,,0.8683,1.542,5000.0006,0.004213,1.0
1983-04-21,0.133476,,0.9251,0.1305,0.91399,,,0.4846,,0.8135,0.14587,,0.8693,1.5475,5000.0006,0.00423,1.0
1983-04-22,0.133618,,0.927,0.1305,0.9165,,,0.4852,,0.815,0.14689,,0.8688,1.543,5000.0006,0.004222,1.0
1983-04-25,0.133333,,0.9301,0.1305,0.91852,,,0.4865,,0.8158,0.14662,,0.87,1.568,5000.0006,0.004233,1.0
1983-04-26,0.133645,,0.9254,0.1305,0.91869,,,0.4861,,0.8143,0.14645,,0.8682,1.57,5000.0006,0.004213,1.0
1983-04-27,0.133869,,0.9251,0.1305,0.91861,,,0.4872,,0.8146,0.14545,,0.8692,1.568,5000.0006,0.004233,1.0
1983-04-28,0.133404,,0.9205,0.13035,0.91659,,,0.4836,,0.8149,0.14566,,0.8676,1.5592,5000.0006,0.004198,1.0
1983-04-29,0.133245,,0.9229,0.13035,0.91667,,,0.4824,,0.8155,0.14529,,0.8671,1.5573,5000.0006,0.004196,1.0
1983-05-02,0.133467,,0.9229,0.13035,0.91751,,,0.4834,,0.8171,0.14482,,0.868,1.5707,5000.0006,0.004209,1.0
1983-05-03,0.133422,,0.9231,0.13035,0.91903,,,0.4836,,0.8157,0.14367,,0.8685,1.5782,5000.0006,0.004208,1.0
1983-05-04,0.133601,,0.9267,0.13035,0.9225,,,0.4861,,0.8159,0.14372,,0.8711,1.5787,5000.0006,0.004233,1.0
1983-05-05,0.133618,,0.9275,0.13035,0.92047,,,0.487,,0.8168,0.14466,,0.8715,1.578,5000.0006,0.004252,1.0
1983-05-06,0.133601,,0.9276,0.13035,0.92097,,,0.4871,,0.815,0.14545,,0.8712,1.579,5000.0006,0.004261,1.0
1983-05-09,0.133869,,0.9295,0.13035,0.92097,,,0.4904,,0.8153,0.14492,,0.8728,1.568,5000.0006,0.004298,1.0
1983-05-10,0.133601,,0.9264,0.13035,0.91903,,,0.4897,,0.8151,0.14503,,0.8728,1.5645,5000.0006,0.004301,1.0
1983-05-11,0.134048,,0.9295,0.1304,0.92404,,,0.4941,,0.8159,0.14471,,0.8782,1.568,5000.0006,0.004331,1.0
1983-05-12,0.133779,,0.9284,0.13035,0.92182,,,0.4944,,0.8153,0.14503,,0.8821,1.5681,5000.0006,0.00432,1.0
1983-05-13,0.133914,,0.9255,0.13035,0.92047,,,0.4943,,0.8149,0.14463,,0.885,1.5665,5000.0006,0.004323,1.0
1983-05-16,0.133333,,0.9201,0.13035,0.92047,,,0.4895,,0.8138,0.1445,,0.8859,1.5605,5000.0006,0.004286,1.0
1983-05-17,0.133467,,0.9196,0.13035,0.92047,,,0.4883,,0.8123,0.14378,,0.8835,1.554,5000.0006,0.004284,1.0
1983-05-18,0.133387,,0.9221,0.13035,0.92148,,,0.4943,,0.8123,0.14311,,0.8835,1.5585,5000.0006,0.004296,1.0
1983-05-19,0.132979,,0.9175,0.13035,0.92242,,,0.4832,,0.811,0.14285,,0.8816,1.5528,5000.0006,0.004266,1.0
1983-05-20,0.133369,,0.9162,0.13035,0.92421,,,0.4811,,0.8107,0.14224,,0.8821,1.5562,5000.0006,0.004272,1.0
1983-05-23,0.13289,,0.9107,0.13004,0.92755,,,0.4811,,0.8101,0.14492,,0.8814,1.5562,5000.0006,0.004248,1.0
1983-05-24,0.13289,,0.9111,0.12987,0.92652,,,0.4802,,0.8097,0.14245,,0.8815,1.5677,5000.0006,0.004227,1.0
1983-05-25,0.133227,,0.9125,0.12987,0.92498,,,0.4824,,0.8114,0.14124,,0.882,1.5854,5000.0006,0.004232,1.0
1983-05-26,0.132935,,0.9108,0.12987,0.93101,,,0.482,,0.811,0.14492,,0.8825,1.602,5000.0006,0.004227,1.0
1983-05-27,0.132846,,0.9051,0.12974,0.92902,,,0.4796,,0.8126,0.14154,,0.883,1.6018,5000.0006,0.004202,1.0
1983-05-30,0.132714,,0.9051,0.12974,0.92902,,,0.4796,,0.8126,0.14124,,0.883,1.6018,5000.0006,0.004202,1.0
1983-05-31,0.132582,,0.8998,0.12974,0.93101,,,0.4771,,0.813,0.14124,,0.8811,1.6005,5000.0006,0.004187,1.0
1983-06-01,0.132118,,0.8911,0.12949,0.92447,,,0.4742,,0.8123,0.13995,,0.8802,1.59,5000.0006,0.004169,1.0
1983-06-02,0.132144,,0.8941,0.12932,0.9225,,,0.4753,,0.8133,0.13812,,0.882,1.5816,5000.0006,0.004196,1.0
1983-06-03,0.131709,,0.8929,0.12932,0.9225,,,0.4743,,0.8115,0.13793,,0.8806,1.565,5000.0006,0.004184,1.0
1983-06-06,0.130976,,0.8848,0.12929,0.92097,,,0.4716,,0.8101,0.13736,,0.88,1.576,5000.0006,0.004158,1.0
1983-06-07,0.130924,,0.8846,0.12912,0.91996,,,0.4695,,0.8095,0.13404,,0.879,1.572,5000.0006,0.004161,1.0
1983-06-08,0.130676,,0.8839,0.12909,0.91701,,,0.4692,,0.8093,0.13123,,0.878,1.5696,5000.0006,0.004143,1.0
1983-06-09,0.130804,,0.8866,0.12892,0.91802,,,0.4697,,0.8102,0.13386,,0.8762,1.5788,5000.0006,0.00412,1.0
1983-06-10,0.130933,,0.8882,0.12892,0.91945,,,0.4701,,0.8104,0.13458,,0.8767,1.5705,5000.0006,0.004129,1.0
1983-06-13,0.130463,,0.8906,0.12892,0.91802,,,0.4701,,0.8097,0.13386,,0.8774,1.5522,5000.0006,0.004123,1.0
1983-06-14,0.130293,,0.8848,0.12892,0.91249,,,0.4684,,0.8088,0.13477,,0.8743,1.5225,5000.0006,0.004114,1.0
1983-06-15,0.130208,,0.8828,0.12885,0.91099,,,0.4678,,0.8081,0.13531,,0.8747,1.522,3333.33341,0.004125,1.0
1983-06-16,0.130378,,0.8879,0.12869,0.91049,,,0.4707,,0.8097,0.13513,,0.876,1.527,3333.33341,0.004157,1.0
1983-06-17,0.130259,,0.8894,0.12869,0.91449,,,0.472,,0.8117,0.13831,,0.8753,1.523,3333.33341,0.004168,1.0
1983-06-20,0.130293,,0.8872,0.12869,0.91449,,,0.4751,,0.8123,0.14016,,0.8758,1.532,3333.33341,0.00418,1.0
1983-06-21,0.130548,,0.8895,0.12869,0.91215,,,0.4738,,0.8135,0.14016,,0.8761,1.526,3333.33341,0.004174,1.0
1983-06-22,0.131337,,0.8982,0.12869,0.91499,,,0.4804,,0.8145,0.14044,,0.8777,1.5305,3333.33341,0.004212,1.0
1983-06-23,0.131449,,0.8958,0.12869,0.91432,,,0.4797,,0.8117,0.14044,,0.8783,1.541,3333.33341,0.004211,1.0
1983-06-24,0.131363,,0.8955,0.12869,0.9165,,,0.4793,,0.8114,0.13927,,0.8787,1.5455,3333.33341,0.004214,1.0
1983-06-27,0.131579,,0.8965,0.12869,0.916,,,0.4771,,0.8127,0.13966,,0.8752,1.5375,3333.33341,0.004177,1.0
1983-06-28,0.131191,,0.8889,0.12869,0.91549,,,0.477,,0.8133,0.13947,,0.8758,1.5325,3333.33341,0.004188,1.0
1983-06-29,0.130787,,0.8898,0.12864,0.91324,,,0.4748,,0.8139,0.13927,,0.875,1.5277,3333.33341,0.004178,1.0
1983-06-30,0.131062,,0.8908,0.12864,0.91399,,,0.4756,,0.8146,0.13888,,0.8753,1.533,5000.0006,0.004179,1.0
1983-07-01,0.130976,,0.8908,0.12864,0.91499,,,0.4748,,0.815,0.13986,,0.8762,1.531,5000.0006,0.004181,1.0
1983-07-04,0.130659,,0.8852,0.12864,0.91499,,,0.4748,,0.815,0.13986,,0.8762,1.531,5000.0006,0.004181,1.0
1983-07-05,0.130336,,0.8811,0.12864,0.91499,,,0.4697,,0.8125,0.13986,,0.8737,1.5285,5000.0006,0.004155,1.0
1983-07-06,0.13048,,0.881,0.12847,0.91399,,,0.4706,,0.8124,0.13986,,0.8735,1.5395,5000.0006,0.004175,1.0
1983-07-07,0.130446,,0.8801,0.12847,0.91149,,,0.4692,,0.8119,0.14084,,0.8723,1.539,5000.0006,0.004152,1.0
1983-07-08,0.130421,,0.879,0.12847,0.91299,,,0.4697,,0.8121,0.14025,,0.8733,1.5415,5000.0006,0.004143,1.0
1983-07-11,0.130208,,0.8762,0.12837,0.91199,,,0.4695,,0.812,0.14015,,0.873,1.534,5000.0006,0.004138,1.0
1983-07-12,0.130208,,0.8747,0.12822,0.91099,,,0.4724,,0.8118,0.13984,,0.8725,1.5315,5000.0006,0.004155,1.0
1983-07-13,0.130421,,0.8754,0.12822,0.91,,,0.4734,,0.8112,0.13986,,0.8718,1.5298,5000.0006,0.00417,1.0
1983-07-14,0.130293,,0.8786,0.12822,0.91099,,,0.4728,,0.8112,0.13966,,0.8725,1.528,5000.0006,0.004165,1.0
1983-07-15,0.129702,,0.8702,0.12822,0.91099,,,0.4698,,0.8103,0.13966,,0.8705,1.5165,5000.0006,0.004145,1.0
1983-07-18,0.129618,,0.8721,0.12813,0.91099,,,0.4713,,0.8112,0.13966,,0.871,1.5197,5000.0006,0.004153,1.0
1983-07-19,0.129904,,0.8721,0.12813,0.91,,,0.472,,0.811,0.13913,,0.8733,1.5179,5000.0006,0.004153,1.0
1983-07-20,0.130336,,0.8787,0.12813,0.91249,,,0.4763,,0.8112,0.13922,,0.875,1.524,5000.0006,0.004179,1.0
1983-07-21,0.129955,,0.8774,0.12813,0.91299,,,0.4768,,0.8108,0.13966,,0.8798,1.525,5000.0006,0.004174,1.0
1983-07-22,0.129786,,0.8734,0.12813,0.91299,,,0.4746,,0.8102,0.14015,,0.8793,1.5205,5000.0006,0.004162,1.0
