Trade_ID,Descr,Asset,FirstDate,LastDate,TradeEntry,TradeExit,USD_Notional,Num_Lots,Total PnL,My ret (%),Joachim ret (%),slippage,cum slippage,joachim ent,joachim ext
6e49c6f6d9_NQ1Ind_194,NASDAQ 100 E-MINI,NQ1 Index,18/12/2008,24/12/2008,2880.5,2837.75,42228130,733,-678075,,,,,,
6e49c6f6d9_NQ1Ind_195,NASDAQ 100 E-MINI,NQ1 Index,12/01/2009,16/01/2009,2873.5,2833,82469450,1435,-1195100,,,,,,
6e49c6f6d9_NQ1Ind_196,NASDAQ 100 E-MINI,NQ1 Index,12/02/2009,13/02/2009,2876.5,2897.25,68518230,1191,488040,,,,,,
6e49c6f6d9_NQ1Ind_197,NASDAQ 100 E-MINI,NQ1 Index,10/03/2009,11/03/2009,2698.5,2760.25,82304250,1525,1517815,,,,,,
6e49c6f6d9_NQ1Ind_198,NASDAQ 100 E-MINI,NQ1 Index,23/03/2009,24/03/2009,2840.5,2906,67547090,1189,1382050,,,,,,
6e49c6f6d9_NQ1Ind_199,NASDAQ 100 E-MINI,NQ1 Index,01/04/2009,03/04/2009,2890,2956.25,63117600,1092,1464840,,,,,,
6e49c6f6d9_NQ1Ind_200,NASDAQ 100 E-MINI,NQ1 Index,16/04/2009,17/04/2009,2969.5,3003.25,69961420,1178,799875,,,,,,
6e49c6f6d9_NQ1Ind_201,NASDAQ 100 E-MINI,NQ1 Index,13/05/2009,19/05/2009,3037.5,3041.5,101209500,1666,194465,,,,,,
6e49c6f6d9_NQ1Ind_202,NASDAQ 100 E-MINI,NQ1 Index,16/06/2009,22/06/2009,3111.25,3117.75,105533600,1696,237870,,,,,,
6e49c6f6d9_NQ1Ind_203,NASDAQ 100 E-MINI,NQ1 Index,24/06/2009,25/06/2009,3078,3100.25,102620520,1667,860185,,,,,,
6e49c6f6d9_NQ1Ind_204,NASDAQ 100 E-MINI,NQ1 Index,30/06/2009,14/07/2009,3135.5,3095.75,119901520,1912,-479020,,,,,,
6e49c6f6d9_NQ1Ind_205,NASDAQ 100 E-MINI,NQ1 Index,03/08/2009,04/08/2009,3256,3279.5,112527360,1728,910390,,,,,,
6e49c6f6d9_NQ1Ind_206,NASDAQ 100 E-MINI,NQ1 Index,18/08/2009,20/08/2009,3220.25,3252,114318875,1775,1106095,,,,,,
6e49c6f6d9_NQ1Ind_207,NASDAQ 100 E-MINI,NQ1 Index,27/08/2009,04/09/2009,3290.5,3258.5,116878560,1776,-1047025,,,,,,
6e49c6f6d9_NQ1Ind_208,NASDAQ 100 E-MINI,NQ1 Index,25/09/2009,06/10/2009,3355.75,3330.25,142418030,2122,-775430,,,,,,
6e49c6f6d9_NQ1Ind_209,NASDAQ 100 E-MINI,NQ1 Index,18/11/2009,24/11/2009,3465,3446.5,106098300,1531,-593200,,,,,,
6e49c6f6d9_NQ1Ind_210,NASDAQ 100 E-MINI,NQ1 Index,27/11/2009,02/12/2009,3450.5,3447.5,114487590,1659,23185,,,,,,
6e49c6f6d9_NQ1Ind_211,NASDAQ 100 E-MINI,NQ1 Index,04/01/2010,05/01/2010,3517.25,3545,165099715,2347,1212120,,,,,,
6e49c6f6d9_NQ1Ind_212,NASDAQ 100 E-MINI,NQ1 Index,25/01/2010,29/01/2010,3456.25,3436.25,115162250,1666,-718500,,,,,,
6e49c6f6d9_NQ1Ind_213,NASDAQ 100 E-MINI,NQ1 Index,09/02/2010,12/02/2010,3393,3431.75,93307500,1375,1057835,,,,,,
6e49c6f6d9_NQ1Ind_214,NASDAQ 100 E-MINI,NQ1 Index,16/03/2010,17/03/2010,3578.25,3589.75,217772295,3043,696670,,,,,,
6e49c6f6d9_NQ1Ind_215,NASDAQ 100 E-MINI,NQ1 Index,14/04/2010,15/04/2010,3662.5,3687.25,265384750,3623,1600830,,,,,,
6e49c6f6d9_NQ1Ind_216,NASDAQ 100 E-MINI,NQ1 Index,07/05/2010,11/05/2010,3547.25,3601,79671235,1123,1171780,,,,,,
6e49c6f6d9_NQ1Ind_217,NASDAQ 100 E-MINI,NQ1 Index,21/05/2010,27/05/2010,3461.75,3449.5,55595705,803,-199545,,,,,,
6e49c6f6d9_NQ1Ind_218,NASDAQ 100 E-MINI,NQ1 Index,09/06/2010,14/06/2010,3452.75,3511.25,54208175,785,1066455,,,,,,
6e49c6f6d9_NQ1Ind_219,NASDAQ 100 E-MINI,NQ1 Index,24/06/2010,08/07/2010,3536.75,3451.5,71300880,1008,-1170320,,,,,,
6e49c6f6d9_NQ1Ind_220,NASDAQ 100 E-MINI,NQ1 Index,19/07/2010,21/07/2010,3465,3502.75,85100400,1228,927140,,,,,,
6e49c6f6d9_NQ1Ind_221,NASDAQ 100 E-MINI,NQ1 Index,02/08/2010,03/08/2010,3525.25,3556.75,99271040,1408,872550,,,,,,
6e49c6f6d9_NQ1Ind_222,NASDAQ 100 E-MINI,NQ1 Index,13/08/2010,18/08/2010,3490.25,3503,91095525,1305,387005,,,,,,
6e49c6f6d9_NQ1Ind_223,NASDAQ 100 E-MINI,NQ1 Index,24/09/2010,27/09/2010,3647,3684.25,129760260,1779,1260540,,,,,,
6e49c6f6d9_NQ1Ind_224,NASDAQ 100 E-MINI,NQ1 Index,21/10/2010,26/10/2010,3749.25,3774.75,133698255,1783,909720,,,,,,
6e49c6f6d9_NQ1Ind_225,NASDAQ 100 E-MINI,NQ1 Index,24/11/2010,26/11/2010,3784.5,3822,124358670,1643,1130250,,,,,,
6e49c6f6d9_NQ1Ind_226,NASDAQ 100 E-MINI,NQ1 Index,01/12/2010,02/12/2010,3782.5,3824.5,108179500,1430,1111320,,,,,,
6e49c6f6d9_NQ1Ind_227,NASDAQ 100 E-MINI,NQ1 Index,03/01/2011,04/01/2011,3883.25,3917,245732060,3164,1971675,,,,,,
6e49c6f6d9_NQ1Ind_228,NASDAQ 100 E-MINI,NQ1 Index,16/02/2011,17/02/2011,4048.75,4059.25,122758100,1516,318360,,,,,,
6e49c6f6d9_NQ1Ind_229,NASDAQ 100 E-MINI,NQ1 Index,23/02/2011,28/02/2011,3989,4012.5,100921700,1265,604020,,,,,,
6e49c6f6d9_NQ1Ind_230,NASDAQ 100 E-MINI,NQ1 Index,17/03/2011,22/03/2011,3878,3925.75,84617960,1091,1030020,,,,,,
6e49c6f6d9_NQ1Ind_231,NASDAQ 100 E-MINI,NQ1 Index,13/04/2011,19/04/2011,3962.5,3958.5,118637250,1497,-196235,,,,,,
6e49c6f6d9_NQ1Ind_232,NASDAQ 100 E-MINI,NQ1 Index,03/05/2011,09/05/2011,4071,4047.5,164794080,2024,-932490,,,,,,
6e49c6f6d9_NQ1Ind_233,NASDAQ 100 E-MINI,NQ1 Index,18/05/2011,19/05/2011,4006.75,4031.5,127574920,1592,788535,,,,,,
6e49c6f6d9_NQ1Ind_234,NASDAQ 100 E-MINI,NQ1 Index,25/05/2011,27/05/2011,3971.25,3996,137008125,1725,854260,,,,,,
6e49c6f6d9_NQ1Ind_235,NASDAQ 100 E-MINI,NQ1 Index,08/06/2011,14/06/2011,3943,3896.5,101887120,1292,-1222345,,,,,,
6e49c6f6d9_NQ1Ind_236,NASDAQ 100 E-MINI,NQ1 Index,20/06/2011,22/06/2011,3863.25,3916.25,103921425,1345,1422110,,,,,,
6e49c6f6d9_NQ1Ind_237,NASDAQ 100 E-MINI,NQ1 Index,27/06/2011,29/06/2011,3880.75,3956,94767915,1221,1734720,,,,,,
6e49c6f6d9_NQ1Ind_238,NASDAQ 100 E-MINI,NQ1 Index,13/07/2011,19/07/2011,4017.5,4014.75,95054050,1183,-90400,,,,,,
6e49c6f6d9_NQ1Ind_239,NASDAQ 100 E-MINI,NQ1 Index,29/07/2011,11/08/2011,4043,3755.75,93878460,1161,-4055085,,,,,,
6e49c6f6d9_NQ1Ind_240,NASDAQ 100 E-MINI,NQ1 Index,19/08/2011,24/08/2011,3755,3797,39727900,529,453360,,,,,,
6e49c6f6d9_NQ1Ind_241,NASDAQ 100 E-MINI,NQ1 Index,07/09/2011,08/09/2011,3838.25,3898,39457210,514,720585,,,,,,
6e49c6f6d9_NQ1Ind_242,NASDAQ 100 E-MINI,NQ1 Index,22/09/2011,27/09/2011,3923.5,3904.5,66934910,853,-324430,,,,,,
6e49c6f6d9_NQ1Ind_243,NASDAQ 100 E-MINI,NQ1 Index,03/10/2011,06/10/2011,3812.5,3845.25,64736250,849,515760,,,,,,
6e49c6f6d9_NQ1Ind_244,NASDAQ 100 E-MINI,NQ1 Index,02/11/2011,04/11/2011,3981.5,4040,61553990,773,924460,,,,,,
6e49c6f6d9_NQ1Ind_245,NASDAQ 100 E-MINI,NQ1 Index,21/11/2011,28/11/2011,3927.75,3861,62058450,790,-1076695,,,,,,
